brand,name,ym,km,trans,price
5, 뉴코란도C 2.0 RX 2WD,2015,105346,1,940
3, 올뉴투싼 디젤 1.7 2WD,2015,100794,1,1499
2, 올 뉴 카니발 11인승 럭셔리,2014,135707,1,1419
2, 쏘렌토R 2WD 2.0 TLX,2011,165359,1,888
3, 에쿠스(신형) VS460 프레스티지,2009,214807,1,740
2, K5 MX 1.7 디젤 노블레스,2015,178988,1,1250
2, 더뉴K7 2.4 GDI 프레스티지,2013,131920,1,1000
3, 그랜저HG LPG HG300 프라임,2012,340910,1,600
2, 스포티지R 2WD TLX,2010,102000,1,820
3, 더 뉴 아반떼 1.6 GDI 스타일,2014,32567,1,830
3, 그랜저HG HG240 MODERN,2013,69738,1,1380
3, 투싼iX 가솔린 LX20,2010,70286,1,890
2, 봉고3트럭 냉동탑,2015,216188,1,1350
3, 아반떼MD M16GDI PREMIER,2011,75211,1,799
4, 올란도 2.0 디젤 LT,2014,202954,1,660
2, 더뉴K7 LPI 3.0 럭셔리,2013,125155,1,950
2, 봉고3트럭 윙바디,2013,48144,0,1160
3, 3DH G330 프리미엄 AWD,2014,158701,1,1940
6, SM3 네오 PE,2015,40858,1,950
2, 올 뉴 카니발 9인승 프레스티지,2015,75449,1,1750
2, 스포티지R 2WD TLX,2010,130271,1,840
3, 포터2 더블캡(CRDI),2011,134123,1,860
2, 봉고3트럭 1.2톤,2012,111128,0,900
2, 더프레스티지K7 3.0 GDI 프레스티지,2011,158235,1,730
3, 그랜저HG HG300 NOBLE,2011,160182,1,720
3, 3쿠페 380,2009,171888,1,1199
2, 오피러스프리미엄 GH270 LPI,2011,195401,1,700
3, 에쿠스(신형) VS460 프레스티지,2009,199549,1,1200
2, 올 뉴 카니발 9인승 노블레스,2015,171952,1,1750
5, 티볼리 1.6 LX,2015,53585,1,1290
2, 모하비 4WD KV300,2013,137835,1,1725
3, 소나타더브릴리언트 CVVL 어트랙션,2014,117754,1,820
4, 말리부 2.0 디젤 LT 프리미엄팩,2015,51306,1,1250
3, 벨로스터 익스트림,2012,107575,1,679
3, 아반떼MD M16GDI LUXURY,2011,100000,1,600
4, 아베오 해치백 RS 터보,2014,112909,1,750
5, 코란도스포츠 CX5(2WD),2012,49625,1,1190
2, 더뉴K7 2.4 GDI 프레스티지,2015,143416,1,1090
3, 그랜저HG HG300 PRIME,2011,120109,1,800
6, SM7노바 2.5 LE,2014,97691,1,999
3, 그랜저HG HG240 LUXURY,2011,100899,1,940
3, 더 뉴 아반떼 1.6 GDI 스마트,2014,70168,1,900
3, 투싼iX 2WD VGT LX20,2011,122332,1,799
3, 더 뉴 아반떼 1.6 VGT 스타일,2013,128820,1,699
5, 뉴체어맨W CW600 4TRONIC,2014,163373,1,999
2, 더뉴K7 2.4 GDI 프레스티지 스페셜,2014,145856,1,970
3, 포터2 냉동탑,2009,69255,0,670
3, 베라쿠르즈 2WD 300VX,2011,182933,1,950
5, 코란도C CLUBBY 2WD,2012,105392,1,680
3, 그랜저HG HG240 LUXURY,2011,57094,1,1010
3, 그랜드스타렉스 12인,2015,116140,1,1250
2, 봉고3트럭 1톤,2015,133353,1,1140
6, QM3 RE,2015,83692,1,999
3, 뉴 i30 1.6 GDI,2014,98874,1,970
2, 레이 밴,2014,104084,1,650
3, 그랜드스타렉스밴 5인,2014,217982,1,920
5, 코란도스포츠 CX7(4WD),2014,69000,1,1399
2, 쏘렌토R 2WD 2.0 TLX,2010,206133,1,740
2, 올 뉴 카니발 7인승 하이리무진,2015,99684,1,3099
3, 3 BH330 LUXYRY,2012,79193,1,1230
2, 봉고3트럭 하이내장탑,2015,55538,1,1760
3, 그랜저HG HG300 ROYAL,2011,82872,1,1050
5, 코란도스포츠 CX7(4WD),2013,109068,1,1170
2, 스포티지R 2WD TLX,2012,153734,1,899
3, 에쿠스(신형) VS380 프리미엄,2013,184778,1,1530
3, 에쿠스(신형) VS380 프리미엄,2011,304028,1,690
3, 에쿠스(신형) VS380 익스클루시브,2013,212606,1,1599
3, 그랜저HG HG300 PREMIUM,2013,157490,1,880
3, 소나타하이브리드 YF HEV,2012,117864,1,730
2, K5 2.0 프레스티지,2013,80394,1,950
3, 그랜저HG HG240 MODERN,2013,155140,1,799
2, K5 2.0 럭셔리,2010,144904,1,660
3, 그랜저HG HG240 MODERN,2015,65704,1,1660
3, 싼타페DM 2WD 2.2 EXCLUSIVE,2014,119292,1,1750
4, 트랙스 1.4 LT,2014,83875,1,780
7, 알페온 EL300,2012,148955,1,670
3, 3쿠페 380,2009,138220,1,959
3, 그랜저HG HG300 PREMIUM,2015,238164,1,720
3, 에쿠스(신형) VS380 익스클루시브,2013,219550,1,1599
3, 포터2 내장탑,2011,93651,0,730
3, 포터2 카고(CRDI),2011,112756,0,660
3, 더뉴i40 1.7 VGT D 스펙,2015,113184,1,1730
3, 그랜저HG HG220 PREMIUM,2014,165145,1,1060
3, 에쿠스(신형) VL500(LIMOUSINE),2009,153530,1,1350
3, 그랜저HG LPG HG300 이그젝큐티브,2011,216363,1,660
5, 뉴코란도C 2.0 RX 2WD,2015,134000,1,750
4, 올란도 LPGI LS,2015,46412,1,1450
2, 더뉴K7 LPI 3.0 럭셔리,2013,141718,1,1020
3, 에쿠스(신형) VS380 익스클루시브,2014,226005,1,1750
7, 알페온 e어시스트 EL240H 프리미엄,2015,102444,1,1270
5, 뉴체어맨W CW600 4TRONIC,2013,109368,1,1090
3, 싼타페 더 프라임 E-VGT R2.2 2WD,2015,117622,1,1949
3, 3DH G330 모던,2014,71848,1,1899
2, K5 2.0 럭셔리,2012,128045,1,730
5, 코란도C CLUBBY 2WD,2012,82779,1,640
5, 액티언스포츠 4WD AX7,2011,62573,1,790
3, 포터2 카고(CRDI),2010,78524,0,740
3, 더 뉴 아반떼 1.6 VGT 모던,2013,110664,1,780
3, 포터2 카고(CRDI),2013,146125,0,760
5, 티볼리 1.6 VX,2015,60312,1,1230
3, 싼타페DM 2WD 2.0 EXCLUSIVE,2014,215619,1,1110
3, 아반떼AD 1.6 GDI 스마트,2015,152556,1,730
2, 봉고3트럭 1.2톤,2013,193000,0,700
2, 쏘렌토R 2WD 2.0 TLX,2010,211759,1,750
2, 더뉴K5 2.0 노블레스,2013,179100,1,790
3, 더뉴벨로스터 1.6 터보 GDI,2015,114415,0,899
3, 그랜드스타렉스 캠핑카,2012,61438,1,2190
5, 코란도스포츠 CX7(4WD),2013,336330,1,650
3, 포터2 냉동탑,2015,18908,1,2150
2, 레이 프레스티지,2015,147220,1,730
3, 에쿠스(신형) VS380 프라임,2011,262251,1,750
6, 올뉴SM7 3.5 SE35,2013,112841,1,830
4, 말리부 LS,2013,101354,1,825
3, 그랜저HG HG240 LUXURY,2013,77102,1,1550
3, 소나타더브릴리언트 CVVL 모던,2013,56660,1,780
3, 3 BH330 PREMIUM,2012,60548,1,1580
3, 3 BH330 PREMIUM,2012,173425,1,999
5, 티볼리 1.6 VX,2015,67657,1,1199
2, 포르테GDI 해치백(5도어) 럭셔리,2012,73700,1,650
2, 레이 디럭스,2012,162391,1,640
3, 포터2 더블캡(CRDI),2011,182442,0,670
3, 아반떼MD M16GDI LUXURY,2010,93405,1,600
3, 포터2 카고(CRDI),2015,58838,1,1399
2, 더프레스티지K7 2.4 GDI 프레스티지,2012,152365,1,650
3, 3DH G330 프리미엄 AWD,2015,93490,1,2150
3, 뉴 투싼iX 디젤(E-VGT)4WD,2014,65204,1,1500
3, 그랜드스타렉스밴 3인,2014,117329,1,1299
3, 그랜저HG HG240 LUXURY,2012,42424,1,1199
2, 모하비 4WD KV300,2011,200584,1,950
3, 벨로스터 익스트림,2012,83518,1,820
3, 싼타페DM 2WD 2.2 PREMIUM,2012,82379,1,1420
5, 코란도스포츠 CX5(2WD),2014,148780,1,920
3, LF소나타 하이브리드 2.0 모던,2015,118650,1,1170
2, 봉고3트럭 1톤,2012,109415,0,850
3, i40 2.0 GDI SMART,2013,71390,1,880
3, 에쿠스(신형) VS460 프레스티지,2010,144278,1,1150
2, 더뉴K7 2.4 GDI 프레스티지 스페셜,2013,141007,1,1050
3, 에쿠스(신형) VS380 프리미엄,2014,142654,1,1899
3, 싼타페DM 2WD 2.0 MODERN,2013,188706,1,1180
3, 3 BH330 LUXYRY,2009,155707,1,600
3, 그랜드스타렉스밴 3인,2012,148078,0,870
3, 그랜저HG HG240 MODERN,2015,33778,1,1620
2, 더뉴K7 LPI 3.0 프레스티지,2014,108896,1,1199
2, K3 1.6GDI 디럭스,2014,94510,1,690
3, 그랜저HG HG300 PRIME,2015,22945,1,1650
2, 더뉴K7 2.4 GDI 프레스티지 스페셜,2013,154579,1,799
2, 올뉴모닝 럭셔리,2014,107570,1,999
3, 포터2 내장탑,2013,167092,0,750
4, 올란도 캠퍼 패키지,2014,212843,1,650
3, 뉴 i30 1.6 GDI PYL,2013,122188,1,780
3, 싼타페더스타일 2WD 2.0 MLX,2009,153287,1,759
2, 스포티지R 2WD TLX,2012,189141,1,795
3, 포터2 냉동탑,2012,67443,0,1250
3, 에쿠스(신형) VS380 익스클루시브,2013,130315,1,2120
3, 싼타페 더 프라임 E-VGT R2.0 2WD,2015,110124,1,1949
3, 포터2 카고(CRDI),2012,64335,0,850
3, 그랜저HG HG300 PRIME,2011,62772,1,1090
2, K5 2.0 LPI,2010,112071,1,820
3, 싼타페더스타일 2WD 2.0 MLX,2010,160575,1,670
3, i40Saloon 2.0 GDI MODERN,2012,128771,1,840
3, 아반떼MD 1.6GDI 스마트,2013,76930,1,729
3, 에쿠스(신형) VS500 프레스티지,2014,176783,1,1690
5, 코란도스포츠 CX7(4WD),2013,179729,1,799
2, 레이 밴,2014,92259,1,629
3, 더뉴i30 2.0 GDI PYL,2015,59673,1,1145
3, 포터2 내장탑,2012,171064,0,699
3, 포터2 4WD,2015,30113,0,1490
3, 베라쿠르즈 4WD 300VX,2009,242089,1,850
3, 3 BH380 익스클루시브,2013,174889,1,1050
2, 카니발R 그랜드 GLX,2012,168805,1,719
3, 싼타페DM 2WD 2.0 PREMIUM,2013,88854,1,1550
2, 더뉴K7 3.0 GDI 프레스티지 스페셜,2012,130584,1,1030
2, 봉고3트럭 1톤,2011,163582,0,690
3, 베라쿠르즈 2WD 300VX,2008,108611,1,860
3, 더 뉴 아반떼 1.6 LPI 스타일,2014,70000,1,790
2, 봉고3트럭 1.2톤,2013,169311,1,820
2, 봉고3트럭 더블캡,2013,62023,1,1220
3, 포터2 카고(CRDI),2010,69896,0,770
3, 3 BH330 LUXYRY,2011,129298,1,1050
3, 소나타하이브리드 YF HEV,2012,181793,1,9999
3, 포터2 카고(CRDI),2010,224656,1,750
3, 그랜저HG HG300 NOBLE,2011,132364,1,790
3, 아반떼AD 1.6 LPI 스마트,2015,154549,1,850
6, QM5네오 2WD RE,2014,93613,1,920
6, SM7노바 2.5 RE,2014,76176,1,1100
2, 올뉴쏘렌토 2WD 2.0 노블레스,2015,111852,1,1810
3, 에쿠스(신형) VS500 프레스티지,2011,263559,1,899
5, 코란도스포츠 CX7(4WD),2012,197152,1,849
5, 렉스턴W RX7 4WD,2012,203474,1,690
6, QM3 RE,2015,74427,1,1010
5, 코란도C CLUBBY 2WD,2012,105207,1,650
3, 에쿠스(신형) VS460 프레스티지,2010,190444,1,960
3, 그랜드스타렉스 12인,2011,137400,1,750
3, 올뉴투싼 디젤 2.0 2WD,2015,44759,1,1790
3, 그랜저HG HG300 PRIME,2012,117694,1,890
2, 봉고3트럭 1.2톤,2014,53847,0,1299
3, 에쿠스(신형) VS380 프라임,2010,107922,1,1050
3, 베라쿠르즈 2WD 300VX,2011,175243,1,870
3, 베라쿠르즈 2WD 300VX,2013,186113,1,1349
3, 3DH G330 모던,2014,185492,1,1480
2, K5 2.0 프레스티지,2010,117104,1,690
2, 올뉴쏘렌토 4WD 2.2 노블레스,2015,90841,1,2140
5, 뉴체어맨W CW600,2013,72607,1,1240
3, 그랜저HG HG220 MODERN,2014,214231,1,870
5, 슈퍼렉스턴 RX4 4WD,2010,318622,1,9999
2, 모하비 4WD KV300,2012,154702,1,1640
4, 올란도 LT,2014,82863,1,1100
3, 아슬란 G330 익스클루시브,2015,100264,1,1750
2, K5 2.0 프레스티지,2011,99732,1,740
3, 3 BH330 MODERN,2012,126271,1,940
3, 그랜저HG HG240 MODERN,2014,69869,1,1410
3, 포터2 더블캡(CRDI),2012,249989,0,690
3, 그랜저HG LPG HG300 MODERN,2013,234362,1,730
3, 에쿠스(신형) VS500 프레스티지,2014,116781,1,1780
2, 더뉴모닝 바이퓨얼 럭셔리,2015,39359,1,870
3, YF소나타 TOP,2011,99543,1,699
3, 아반떼MD M16GDI DELUXE,2011,20330,1,780
3, 아반떼AD 1.6 GDI 모던,2015,69252,1,990
2, 봉고3트럭 내장탑,2008,30600,0,670
2, 올 뉴 카니발 11인승 프레스티지,2015,230513,1,1190
2, 스포티지R 2WD LIMITED,2011,131139,1,900
3, 그랜저HG LPG HG300 PREMIUM,2014,96000,1,1550
3, 맥스크루즈 R2.2 2WD 익스클루시브,2013,163234,1,1330
3, 베라쿠르즈 2WD 300VX,2007,126299,1,790
2, K9 3.3 GDI 노블레스,2012,198823,1,1239
2, K3 1.6GDI 프레스티지,2012,143552,1,730
3, 3 BH330 GRAND,2010,73561,1,930
3, 3 BH330 LUXYRY,2011,130000,1,1050
6, 올뉴SM7 2.5 SE,2012,116410,1,690
2, 더프레스티지K7 2.4 GDI 프레스티지,2013,78835,1,1390
2, 더 SUV 스포티지 디젤 2.0 2WD 노블레스 스페셜,2015,121122,1,1580
3, 그랜저HG HG240 MODERN,2013,119169,1,700
2, 뉴쏘렌토R 2WD 2.0 트랜디,2013,97029,1,1320
5, 렉스턴W RX7 4WD,2012,170000,1,820
2, 올뉴쏘렌토 4WD 2.2 프레스티지,2014,118497,1,1660
3, 에쿠스(신형) VS380 프라임,2011,275361,1,690
2, 쏘울 1.6 GDI 럭셔리,2012,128746,1,750
3, 포터2 카고(CRDI),2011,27784,1,1180
5, 렉스턴W 노블레스,2012,144088,1,890
2, 봉고3트럭 1.2톤,2013,140000,0,899
2, 봉고3트럭 내장탑,2012,128524,0,799
2, 레이 럭셔리,2012,79697,1,689
2, 봉고3트럭 1톤,2014,137798,0,820
3, 포터2 카고(CRDI),2010,54188,0,780
2, 레이 디럭스,2012,104889,1,630
3, 싼타페DM 2WD 2.0 EXCLUSIVE,2014,78239,1,1790
3, 3 BH330 PREMIUM,2012,141456,1,1400
5, 코란도스포츠 CX7(4WD),2013,64729,1,1130
3, 그랜드스타렉스밴 5인,2011,157782,0,765
2, 레이 럭셔리,2015,136056,1,740
2, 카니발R 그랜드 GLX,2012,152330,1,2580
4, 크루즈 1.8LT,2013,107844,1,620
3, 뉴 i30 1.6 GDI PYL,2014,47746,1,1120
2, 레이 밴,2015,42265,1,950
3, 아슬란 G330 모던,2014,119434,1,1440
2, 더 SUV 스포티지 디젤 2.0 4WD 트렌디,2015,45612,1,1480
5, 체어맨W CW600,2011,41503,1,930
2, 모하비 4WD QV300,2009,187829,1,990
2, 쏘울 1.6 4U,2011,54753,1,1190
2, 카니발R 그랜드 하이리무진,2011,230360,1,860
3, 포터2 카고(CRDI),2015,180559,0,850
3, 그랜드스타렉스 11인,2011,100982,1,890
3, 그랜저HG HG300 PREMIUM,2014,129890,1,1179
2, 레이 럭셔리,2014,62096,1,890
6, SM3 네오 RE,2014,68000,1,600
3, 3 BH330 MODERN,2012,206457,1,890
3, 투싼iX 2WD VGT LX20,2013,158834,1,910
5, 코란도투리스모 TX 4WD,2015,166043,1,890
2, 봉고3트럭 1톤,2015,173055,1,1080
3, 그랜저HG HG220 MODERN,2014,262693,1,720
6, SM3 네오 PE,2014,24082,1,610
2, 레이 럭셔리,2015,39780,1,920
6, 뉴SM5플래티넘 1.6 TCE,2013,126513,1,820
3, 더 뉴 아반떼 1.6 LPI 스타일,2013,92135,1,930
3, 아슬란 G300 모던,2015,83619,1,1650
2, K5 2.0 GDI 터보 프레스티지,2011,158876,1,650
2, 쏘렌토R 2WD 2.4 가솔린,2010,168004,1,1050
2, 모하비 4WD KV300,2014,79000,1,2050
3, 싼타페더스타일 2WD 2.0 MLX,2009,219819,1,680
4, 아베오 LS,2012,59587,1,650
2, 봉고3트럭 윙바디,2010,113711,1,1080
2, 쏘렌토R 2WD 2.0 TLX,2012,108529,1,1090
4, 말리부 2.4 LTZ,2012,141381,1,640
3, 그랜저HG LPG HG300 PREMIUM,2013,228210,1,920
3, 3DH G330 모던 AWD,2014,54605,1,2360
2, 스포티지R 2WD TLX,2010,116036,1,910
3, 벨로스터 터보 D 스펙,2013,91065,1,890
3, 3쿠페 200,2010,133885,1,680
3, 그랜드스타렉스 캠핑카,2015,91315,1,2190
3, 싼타페DM 2WD 2.0 PREMIUM,2013,106564,1,1430
2, 뉴카니발 GLX,2009,113207,1,760
2, 더뉴K7 3.0 GDI 프레스티지,2013,161132,1,950
3, 3DH G330 프리미엄,2015,71887,1,2350
3, 그랜드스타렉스 11인,2013,193819,1,649
3, 올뉴투싼 디젤 2.0 2WD,2015,131324,1,1550
2, 봉고3트럭 냉동탑,2015,79138,0,1350
3, 싼타페DM 2WD 2.0 EXCLUSIVE,2012,58430,1,1650
6, SM7노바 3.5 RE35,2015,111362,1,910
3, 그랜드스타렉스밴 5인,2013,301652,1,700
3, 투싼iX 2WD VGT LX20,2010,123384,1,820
5, 코란도스포츠 CX7(4WD),2013,160840,1,880
2, 레이 디럭스,2012,67091,1,725
3, 뉴 i30 1.6 VGT,2012,146742,1,690
2, 봉고3트럭 내장탑,2014,193794,0,750
2, K3 1.6GDI 럭셔리,2012,39765,1,899
2, K3 1.6GDI 트렌디,2014,96071,1,939
3, 3 BH330 LUXYRY,2008,143240,1,820
2, 더뉴K7 2.4 GDI 프레스티지,2013,118658,1,859
2, 올 뉴 카니발 9인승 노블레스,2015,112984,1,2020
3, 그랜저HG HG300 PREMIUM,2014,175761,1,940
3, LF소나타 하이브리드 2.0 모던,2015,138953,1,1419
3, 3쿠페 200,2009,90985,1,650
2, K5 MX 2.0 럭셔리,2015,80169,1,1150
6, 올뉴SM7 2.5 RE,2012,133771,1,719
5, 코란도투리스모 RT 4WD,2013,155968,1,770
2, 모하비 4WD QV300,2011,207657,1,899
4, 캡티바 2.2 4WD LT,2015,116130,1,1150
3, 3DH G330 프리미엄 AWD,2015,103378,1,1799
2, 더뉴스포티지R 디젤 2WD 트렌디,2014,102552,1,1180
2, 쏘렌토R 2WD 2.2 TLX,2009,97972,1,950
3, 3DH G330 모던,2015,140000,1,1740
3, 포터2 카고(CRDI),2015,72274,0,1080
3, 에쿠스(신형) VS380 익스클루시브,2013,67663,1,2870
3, 에쿠스(신형) VS380 럭셔리,2011,185099,1,920
3, 그랜저HG HG220 PREMIUM,2015,173000,1,1230
3, 아반떼MD M16GDI PREMIER,2010,123619,1,650
3, 포터2 더블캡(CRDI),2010,223791,1,699
3, 아반떼MD 1.6GDI 스마트,2013,35266,1,950
3, 엑센트신형 1.4VVT 프리미어,2012,116861,1,640
3, 올뉴투싼 디젤 2.0 2WD,2015,72161,1,1999
3, 그랜저HG HG300 EXCLUSIVE,2015,153837,1,1120
3, 3 BH330 LUXYRY,2011,158409,1,890
3, 그랜저HG LPG HG300 프라임,2011,146871,1,899
2, 카니발R 그랜드 프레지던트,2010,155494,1,720
4, 크루즈 2.0LTZ,2013,114102,1,630
3, LF소나타 하이브리드 2.0 프리미엄,2015,168888,1,1050
2, K3 1.6GDI 디럭스,2013,72732,1,890
4, 올란도 LTZ,2012,106221,1,790
6, QM3 RE,2015,95354,1,900
3, 베라쿠르즈 2WD 300VXL,2010,254613,1,790
3, 포터2 더블캡,2012,179511,0,650
3, 싼타페DM 2WD 2.0 PREMIUM,2013,87432,1,1629
2, 레이 디럭스,2013,74740,1,790
2, K5 MX 2.0 노블레스 스페셜,2015,38559,1,1750
6, 올뉴SM7 2.5 LE,2013,94480,1,730
3, LF 소나타 2.4 스타일,2015,54000,1,1370
3, 3DH G330 모던 AWD,2015,132571,1,1960
2, 더뉴k3 1.6 GDI 디럭스,2015,64196,1,790
3, 포터2 더블캡(CRDI),2012,155517,0,780
3, 3DH G330 모던 AWD,2015,117151,1,1970
3, 그랜저HG HG240 LUXURY,2012,104111,1,920
2, K3 1.6GDI 프레스티지,2015,49179,1,1070
3, 더 뉴 아반떼 1.6 GDI 모던,2013,156508,1,850
3, 소나타하이브리드 YF HEV,2012,145900,1,690
3, 3DH G330 프리미엄 AWD,2015,76747,1,2299
3, 그랜저HG LPG HG300 이그젝큐티브,2012,144556,1,999
3, 3 BH330 GRAND,2010,140738,1,670
4, 말리부 2.0 디젤 LT 프리미엄팩,2015,145634,1,860
3, 그랜저HG HG300 PREMIUM,2015,100177,1,1260
3, 포터2 더블캡(CRDI),2014,79200,1,1180
3, 맥스크루즈 R2.2 4WD 익스클루시브 스페셜,2013,165803,1,1560
3, 3DH G380 프레스티지 AWD,2014,216876,1,1690
2, 올뉴카렌스 2.0 LPI 럭셔리,2014,43552,0,970
3, 그랜드스타렉스 캠핑카,2015,43580,1,2490
3, 더 뉴 아반떼 1.6 VGT 스타일,2014,105255,1,680
3, 뉴 i30 1.6 VGT,2012,177081,1,650
5, 코란도스포츠 어드벤처 60TH 에디션 4WD,2014,65674,1,1290
2, 포르테쿱GDI 1.6 프레스티지,2012,130000,1,620
3, 더럭셔리그랜저 Q270 24주년 스페셜 에디션,2010,119271,1,620
2, 봉고3트럭 더블캡,2013,61476,1,1199
3, 아반떼MD 1.6GDI 스타일,2013,128232,1,720
2, 레이 럭셔리,2012,142417,1,650
3, 3DH G330 프리미엄,2014,67717,1,2670
3, 뉴 i30 1.6 GDI PYL,2013,133866,1,730
3, 그랜저HG LPG HG300 장애인용,2013,156637,1,1099
4, 어메이징 뉴 크루즈 2.0 디젤 LTZ,2015,76861,1,920
2, 모하비 4WD JV300,2008,148452,1,950
3, i40 1.7 VGT PREMIUM,2012,226683,1,790
3, 포터2 카고(CRDI),2012,144086,0,769
2, K5 2.0 LPI,2010,94687,1,630
3, 3DH G330 프리미엄 AWD,2015,130000,1,1899
6, SM3 네오 PE,2015,73396,1,770
3, 포터2 카고(CRDI),2011,80937,0,750
2, 더뉴K9 3.3 GDI 이그제큐티브,2015,46163,1,2570
3, 포터2 내장탑,2011,108569,1,950
2, K5 SX 1.7 디젤 노블레스,2015,93738,1,1490
3, 싼타페더스타일 2WD 2.0 MLX,2009,135735,1,780
3, 에쿠스(신형) VS380 프라임,2011,224039,1,790
6, 올뉴SM7 2.5 LE,2011,27804,1,889
2, 더뉴모닝 럭셔리,2015,103205,1,630
2, 봉고3트럭 1.2톤,2011,156674,0,630
3, 에쿠스(신형) VS380 프레스티지,2011,329379,1,699
3, 엑센트신형 1.6GDI 프리미엄,2015,25931,1,1030
3, i40 2.0 GDI MODERN,2012,160137,1,890
3, 투싼iX 2WD VGT LMX20,2011,141556,1,799
4, 올란도 LPGI LS,2014,197826,1,620
3, 그랜드스타렉스밴 5인,2009,191481,1,690
2, 모하비 4WD KV300,2008,121520,1,1450
6, 뉴SM5플래티넘 디젤D,2014,120526,1,650
3, 뉴 투싼iX 디젤(E-VGT)2WD,2014,90913,1,1250
3, 포터2 더블캡(CRDI),2008,140480,1,690
2, 카니발R 그랜드 GLX,2014,74658,1,1140
2, 올 뉴 카니발 9인승 노블레스,2015,140095,1,1750
3, 아반떼MD M16GDI TOP,2012,167886,1,650
3, 그랜저HG LPG HG300 프라임,2012,239155,1,739
5, 티볼리 1.6 LX,2015,96096,1,1240
3, 더 뉴 아반떼 1.6 GDI 모던,2013,93102,1,980
3, 3 BH330 LUXYRY,2008,90339,1,799
2, 올 뉴 카니발 9인승 프레스티지,2015,177256,1,1540
2, 더뉴스포티지R 디젤 2WD 프레스티지,2013,57207,1,1380
5, 코란도스포츠 CX7(4WD),2013,73300,1,1180
3, 그랜드스타렉스밴 5인,2015,29004,1,1790
2, 더뉴K7 2.4 GDI 프레스티지,2014,55715,1,1370
4, 크루즈 1.8LTZ,2014,17874,1,760
2, 더뉴K7 2.4 GDI 프레스티지,2013,81000,1,1390
3, 베라쿠르즈 4WD 300VXL,2009,317258,1,650
3, 에쿠스(신형) VS380 모던,2013,254751,1,1120
3, 그랜저HG HG240 LUXURY,2011,211677,1,650
3, 베라쿠르즈 4WD 300X,2008,101863,1,830
3, 투싼iX 2WD VGT LX20,2010,137454,1,699
2, K3 1.6GDI 노블레스,2015,58027,1,1220
3, 올뉴투싼 디젤 2.0 2WD,2015,58005,1,1730
3, 벨로스터 익스트림,2012,121225,1,650
3, 3DH G380 파이니스트 에디션 AWD,2014,78331,1,2850
3, 3 BH330 LUXYRY,2010,160353,1,920
2, 더뉴K9 3.8 GDI 이그제큐티브,2015,220000,1,1749
3, 투싼iX 2WD VGT X20,2012,73183,1,1090
3, 그랜저HG HG220 MODERN,2015,154788,1,1050
2, 더뉴모닝 럭셔리,2015,62524,1,698
3, 그랜저HG HG300 NOBLE,2011,181274,1,650
4, 말리부 LS,2013,85407,1,850
2, K3 1.6GDI 프레스티지,2013,85249,1,870
3, 그랜드스타렉스 캠핑카,2014,66377,1,2330
2, K5 SX 1.7 디젤 노블레스,2015,71619,1,1630
3, 그랜저HG HG240 MODERN,2014,109679,1,1250
3, 투싼iX 2WD VGT LX20,2009,129869,1,780
3, 포터2 윙바디,2015,93691,0,1150
2, K5 MX 2.0 노블레스,2015,180098,1,1240
3, 에쿠스(신형) VS380 프라임,2012,170854,1,1500
3, 아반떼AD 1.6 VGT 스타일,2015,17837,1,1199
3, 올뉴투싼 디젤 2.0 2WD,2015,100584,1,1380
3, 그랜저HG HG300 PRIME,2013,70681,1,1039
3, 더 뉴 아반떼 1.6 GDI 모던,2013,81752,1,940
2, 봉고3트럭 더블캡,2014,148370,1,1050
3, 에쿠스(신형) VS380 프레스티지,2012,287145,1,830
5, 티볼리 1.6 TX,2015,140000,1,899
2, 봉고3트럭 4WD,2015,87462,0,1350
3, 3 BH330 LUXYRY,2012,194370,1,899
3, 싼타페CM 2WD(2.2VGT) 스타일팩,2009,74286,1,690
6, 올뉴SM7 2.5 SE,2012,141589,1,699
3, 그랜저HG HG220 MODERN,2015,88655,1,1300
2, 올뉴카렌스 2.0 LPI 럭셔리,2014,65863,1,1250
4, 캡티바 2.0 2WD LS,2012,141066,1,780
2, 더뉴K7 2.4 GDI 프레스티지,2015,77669,1,1470
2, K7 VG270 LPI,2010,262883,1,650
5, 렉스턴W RX7 4WD,2012,95661,1,1100
3, 싼타페DM 2WD 2.0 EXCLUSIVE,2014,80269,1,1720
3, 그랜드스타렉스밴 5인,2011,142537,1,920
3, 에쿠스(신형) VS380 프라임,2010,164263,1,789
2, 쏘울 1.6 SMART,2011,81547,1,650
3, 포터2 카고(CRDI),2012,167921,0,699
2, K5 2.0 프레스티지,2010,99000,1,740
6, SM7노바 2.5 V6,2014,114203,1,900
3, 3 BH330 LUXYRY,2011,252218,1,650
3, 포터2 카고(CRDI),2014,83425,0,990
2, 스포티지R 2WD TLX,2010,87199,1,1030
3, 뉴 투싼iX 디젤(E-VGT)2WD,2012,124594,1,799
2, 레이 터보 프레스티지,2013,92306,1,880
3, 그랜드스타렉스밴 5인,2009,124695,1,990
3, 3 BH330 LUXYRY,2010,147363,1,789
3, 투싼iX 2WD VGT X20,2012,141496,1,830
3, 그랜저HG LPG HG300 이그젝큐티브,2011,153918,1,1049
2, 올 뉴 카니발 9인승 노블레스,2014,96869,1,2090
3, 포터2 더블캡(CRDI),2013,92571,1,1299
3, 3DH G330 모던,2015,140000,1,1689
3, 포터2 내장탑,2011,115863,0,699
3, 포터2 내장탑,2014,102342,0,1100
3, 3 BH380,2013,89292,1,1130
