brand,name,ym,km,trans,price
2, 더K9 5.0 GDI AWD,2018,49611,1,4990
2, 더뉴레이 시그니처,2021,3049,1,1630
2, 더뉴K5(2세대) 2.0 LPI,2018,155888,1,1240
6, SM5노바 클래식,2018,122169,1,979
2, 올뉴모닝(JA) 프레스티지,2017,57901,1,830
2, 더뉴레이 밴,2018,142217,1,719
3, 더뉴아이오닉 I,2019,26335,1,2130
6, SM6 2.0 GDe,2020,5262,1,2430
2, K8 3.5 LPG 2WD,2021,4835,1,4220
3, 벨로스터(JS) 1.6 터보 스포츠 코어,2018,34134,1,1860
3, 3DH G330 프리미엄 AWD,2016,76567,1,2550
1, G80 3.3 GDI AWD,2017,173913,1,2249
2, 올뉴K7 3.3 GDI 리미티드 플러스,2017,122350,1,1849
3, 그랜저IG 2.2 VGT 모던,2016,150903,1,1799
3, 그랜저IG 3.0 GDI 프리미엄,2019,50793,1,2470
2, K5 SX 2.0 프레스티지,2016,86431,1,1600
4, 볼트EV EV LT 디럭스,2020,25958,1,2530
4, 올뉴크루즈 1.4 터보 LT 디럭스,2018,45099,1,1320
3, i30(PD) 1.4 터보 스타일,2017,16724,1,1460
6, SM3 Z.E. SE,2018,15767,1,1570
1, G70 3.3T 스포츠 AWD,2019,16429,1,3170
2, 더뉴K5(2세대) 2.0,2018,25875,1,2099
2, 더뉴레이 LPI 프레스티지,2019,63765,1,1469
2, 더뉴k3 2세대 1.6 가솔린 시그니처,2021,558,1,2500
6, SM6 2.0 GDe,2017,89581,1,1450
2, 더뉴k3 1.6 GDI 트렌디,2016,45928,1,1190
6, SM5노바 RE,2016,76322,1,1100
1, G70 2.0T AWD,2018,44407,1,3550
2, 더뉴K5(2세대) 2.0,2018,67936,1,1699
1, G90 3.3 T AWD,2019,48743,1,7090
3, 소나타(DN8) 2.0 프리미엄,2020,15225,1,2350
3, 아반떼AD 1.6 GDI 밸류 플러스,2017,105611,1,960
3, 아반떼AD 1.6 GDI 스타일,2016,85868,1,1039
1, G80 3.3 GDI AWD,2017,151769,1,2050
2, 더뉴K5(2세대) 2.0 LPI,2019,27692,1,1699
3, LF 소나타 1.6 터보 스마트,2016,57572,1,1590
1, G80 3.3 GDI AWD,2017,88046,1,3270
3, 더뉴아반떼AD 1.6,2018,98692,1,1169
3, 그랜저HG HG220 MODERN,2016,117899,1,1330
3, 더뉴아반떼AD 1.6,2019,68955,1,1455
3, 아반떼AD 1.6 GDI 스마트,2016,88787,1,1150
4, 더 넥스트 스파크 1.0 가솔린 LT,2017,77455,1,750
3, 아반떼(CN7) 1.6 모던,2021,15089,1,2100
3, 아반떼(CN7) 1.6 인스퍼레이션,2020,9148,1,2520
3, 그랜저IG 2.4 GDI 모던,2017,95333,1,1710
3, 소나타(DN8) 1.6 터보 스마트,2021,9338,1,2280
2, 올뉴K3 G1.6 럭셔리,2018,93103,1,1139
2, 더뉴k3 1.6 GDI 트렌디,2016,93850,1,850
2, 올뉴K3 G1.6 노블레스,2020,9847,1,1740
1, G70 2.0T,2019,40097,1,3195
2, 더뉴K5(2세대) 2.0,2019,30936,1,1700
3, 그랜저IG 2.4 GDI 모던,2019,52045,1,2320
2, K7 프리미어 2.5 GDI,2020,53271,1,2830
5, 뉴체어맨W CW600,2016,40418,1,1900
3, 그랜저IG 2.2 VGT 프리미엄,2017,96087,1,2250
3, 그랜저IG 3.0 GDI 익스클루시브,2017,48922,1,2750
3, 그랜저IG 3.0 LPI 모던,2017,133476,1,1599
3, 아반떼AD 1.6 GDI 모던,2016,178043,1,850
1, G80 3.3 GDI AWD,2018,56462,1,3050
4, 어메이징 뉴 크루즈 1.6 디젤 LTZ,2016,82672,1,900
2, 올뉴K3 G1.6 럭셔리,2018,45905,1,1570
2, K7 프리미어 2.5 GDI,2019,76593,1,2550
2, 더K9 3.8 GDI,2019,28818,1,4290
3, 더 뉴 그랜저 IG 3.3 캘리그래피,2021,7902,1,4290
2, 올뉴K7 3.0 LPI 럭셔리,2016,125453,1,1680
2, 올뉴K3 G1.6 럭셔리,2018,113423,1,939
3, 더 뉴 그랜저 IG LPI 3.0 익스클루시브,2020,13993,1,3620
3, 아반떼AD 1.6 GDI 밸류 플러스,2017,81223,1,1310
3, 더 뉴 그랜저 IG 2.5 프리미엄 초이스,2020,4895,1,3550
2, 더뉴K5(2세대) 2.0,2018,56952,1,1689
4, 임팔라 2.5 LTZ,2016,48420,1,1750
1, G70 2.0T AWD,2019,35602,1,3200
6, SM6 2.0 GDe,2016,118221,1,999
2, 올뉴K3 G1.6 노블레스,2019,33029,1,1830
2, 쏘울부스터 EV 노블레스,2019,52994,1,3150
3, 아반떼AD 1.6 T-GDI 스포츠,2016,55386,1,1730
4, 더뉴스파크 레드핏,2020,6342,1,1350
2, 레이 바이퓨얼 프레스티지,2017,34186,1,1250
1, G80 3.3 GDI,2017,33752,1,3030
2, 올뉴K7 3.3 GDI 노블레스,2016,142557,1,1390
3, 그랜저IG 2.4 GDI 모던,2018,115038,1,1639
2, 올뉴K3 G1.6 럭셔리,2018,16635,1,1539
2, 더뉴k3 1.6 GDI 디럭스,2016,99676,1,899
1, G80 2.2D AWD,2018,106820,1,3149
2, 올뉴모닝(JA) 럭셔리,2018,104318,1,729
2, 더 뉴 프라이드 5DR 1.6 GDI 럭셔리,2016,53201,1,999
2, 올뉴K7 2.4 GDI 리미티드,2017,50500,1,2099
6, SM6 1.6 TCe,2017,98612,1,1490
3, 그랜저IG 2.4 GDI 프리미엄,2017,102207,1,1820
3, 아반떼AD 1.6 VGT 스마트,2018,79770,1,1240
2, 쏘울 EV EV,2017,47701,1,1520
1, EQ900 5.0 GDI AWD 리무진,2016,147547,1,3800
4, 더뉴스파크 LS,2019,42625,1,830
3, 아반떼AD 1.6 GDI 밸류 플러스,2018,52614,1,1430
2, 올뉴K7 2.4 GDI 프레스티지,2019,44817,1,2090
3, 그랜저IG 2.2 VGT 프리미엄,2018,45922,1,2200
2, 올뉴K7 3.0 LPI 프레스티지,2016,50258,1,2090
3, 그랜저IG 2.4 GDI 프리미엄,2017,72327,1,2240
6, XM3 1.3 TCe 260 RE 시그니처,2020,21000,1,2199
2, 더K9 3.8 GDI AWD,2018,94929,1,3530
3, 그랜저IG 2.4 GDI 모던,2018,100000,1,1589
1, G70 3.3T 스포츠,2020,13181,1,4150
4, 올뉴말리부 2.0 터보 LT,2016,80952,1,1449
1, G80 3.3 GDI AWD,2017,56465,1,3550
2, 더뉴모닝 럭셔리,2016,86398,1,650
2, 올뉴K7 2.4 GDI 프레스티지,2016,58833,1,1850
2, 쏘울부스터 1.6 T-GDI 노블레스,2019,50000,1,1899
2, 올뉴K7 R 2.2 프레스티지,2017,141109,1,1700
6, SM3 네오 1.5 dCi SE,2016,147155,1,630
3, 아반떼AD 1.6 GDI 밸류 플러스,2017,83797,1,1250
1, G80 2.2D,2019,61161,1,3970
2, 올뉴K3 G1.6 트렌디,2018,97275,1,1230
3, 더뉴아반떼AD 1.6,2019,48886,1,1120
3, 벨로스터(JS) 2.0 N,2019,35967,0,2340
2, 올뉴K7 2.4 GDI 프레스티지,2016,183304,1,1369
3, LF 소나타 2.0 스마트,2016,54049,1,1449
6, SM6 1.6 TCe,2016,22400,1,1480
3, 엑센트신형 위트 1.6VGT 모던,2016,121182,1,820
2, K5 MX 2.0 LPI 노블레스,2017,117926,1,1200
3, 더 뉴 그랜저 IG 하이브리드 프리미엄,2020,78110,1,3400
3, 그랜저 IG 하이브리드 익스클루시브 스페셜,2019,21986,1,3540
2, 더뉴레이 프레스티지,2020,22734,1,1520
3, 소나타(DN8) 1.6 터보 프리미엄,2019,34266,1,2550
3, 소나타뉴라이즈 2.0 프리미엄 스페셜,2018,123049,1,1339
2, 올뉴K3 G1.6 스탠다드,2020,9209,1,1600
4, 올뉴말리부 2.0 터보 LT,2017,47470,1,1720
4, 임팔라 2.5 LT,2016,60253,1,1450
3, 그랜저IG 2.2 VGT 모던,2017,102848,1,1800
3, 소나타뉴라이즈 하이브리드 모던,2018,10894,1,2250
1, G90 3.8 GDI AWD,2019,93021,1,6120
3, 아반떼AD 1.6 VGT 스마트,2016,87808,1,1220
2, 더뉴레이 밴,2020,7855,1,1190
1, G80 3.3 GDI AWD,2016,47162,1,2890
1, G70 3.3T 스포츠 AWD,2019,38308,1,3990
2, 더뉴K5(2세대) 2.0 LPI,2018,94959,1,1430
2, 더뉴k3 1.6 GDI 트렌디,2016,48822,1,1250
1, G90 3.3 T AWD,2019,109050,1,5300
2, 더뉴레이 럭셔리,2018,107867,1,950
3, 벨로스터(JS) 1.4 터보 모던,2018,112874,1,989
1, G80 3.3 T AWD,2019,50777,1,4790
3, 더뉴아반떼AD 1.6 LPI,2019,61442,1,1290
1, EQ900 3.8 GDI AWD,2016,73679,1,3439
3, 그랜저IG 2.4 GDI 프리미엄,2018,56193,1,2150
3, 소나타뉴라이즈 LPI 프리미엄,2018,155404,1,1430
3, 소나타 하이브리드 (DN8) 인스퍼레이션,2019,28568,1,3080
2, K7 프리미어 2.5 GDI,2019,15761,1,3260
2, K5 3세대 2.0 프레스티지,2020,22062,1,2690
1, G80 3.8 GDI,2017,86511,1,3500
2, 올뉴K7 3.0 LPI 노블레스,2018,57000,1,2160
2, 올뉴K7 R 2.2 프레스티지,2016,155821,1,1470
6, XM3 1.6 GTe LE Plus,2020,8302,1,1999
1, G90 5.0 GDI AWD,2020,29920,1,9199
3, 아반떼AD 1.6 GDI 밸류 플러스,2018,37168,1,1450
2, K5 3세대 2.0 노블레스,2021,7402,1,2840
6, 클리오 인텐스 파노라믹,2019,13250,1,1640
2, K5 3세대 1.6 터보 노블레스,2020,14274,1,3030
4, 더 넥스트 스파크 1.0 가솔린 LTZ,2016,13383,1,830
1, G90 3.8 GDI,2019,40385,1,5850
3, 벨로스터(JS) 1.4 터보 모던,2018,106792,1,989
3, i30(PD) 1.6 터보 N 라인,2019,24205,0,2390
3, 엑센트신형 1.6VGT 모던,2016,84196,1,750
2, K7 프리미어 하이브리드 시그니처,2019,28387,1,3800
2, 올뉴K3 G1.6 럭셔리,2018,71067,1,1470
3, 그랜저HG LPG HG300 익스클루시브,2016,134991,1,1569
4, 더 넥스트 스파크 1.0 가솔린 LT,2017,29182,1,790
3, 소나타뉴라이즈 2.0 모던,2018,42393,1,1699
2, 올뉴K3 G1.6 트렌디,2019,16194,1,1599
3, 아반떼AD 1.6 GDI 밸류 플러스,2017,70714,1,1360
2, 올뉴K7 3.3 GDI 노블레스,2017,60289,1,2050
2, 더K9 3.8 GDI AWD,2019,35884,1,5000
2, 올뉴K3 GT 플러스,2019,31082,1,1775
3, 그랜저HG HG300 PREMIUM,2016,76048,1,1590
1, G80 3.3 GDI,2017,31096,1,3590
1, EQ900 3.8 GDI AWD,2017,56440,1,3920
3, 벨로스터(JS) 1.4 터보 모던,2018,86973,1,1089
3, 그랜저IG 3.0 GDI 익스클루시브,2017,76742,1,2249
3, 3DH G330 프리미엄 AWD,2016,95486,1,2480
1, G80 3.3 GDI,2017,56335,1,3350
2, 레이 밴,2017,155779,1,620
2, 더뉴k3 1.6 GDI 트렌디,2017,35305,1,1180
1, G80 3.3 GDI AWD,2017,140000,1,2289
1, G80 3.3 GDI,2017,20000,1,3660
3, 더뉴아반떼AD 1.6,2018,105039,1,1239
3, 그랜저IG 2.2 VGT 프리미엄,2017,60345,1,1950
2, K5 MX 2.0 프레스티지,2017,34271,1,1550
3, 소나타(DN8) 2.0 프리미엄 패밀리,2019,26939,1,2499
1, G80 2.2D AWD,2019,103018,1,3299
2, 올뉴K7 3.0 GDI 리미티드,2018,99118,1,2089
6, 클리오 인텐스 파노라믹,2018,58555,1,1180
2, 더뉴쏘울 1.6 노블레스,2018,57653,1,1740
3, 아반떼AD 1.6 GDI 밸류 플러스,2017,61573,1,1300
1, EQ900 3.8 GDI AWD,2018,100600,1,3790
4, 더뉴스파크 프리미어,2020,3884,1,1199
3, 소나타(DN8) 2.0 프리미엄,2019,64934,1,1770
4, 더 넥스트 스파크 1.0 가솔린 LT,2016,12216,1,849
3, 더뉴아반떼AD 1.6,2019,46209,1,1349
2, 올뉴K7 R 2.2 프레스티지,2016,211703,1,1440
2, 더K9 3.8 GDI AWD,2019,45845,1,4550
2, 올뉴K7 R 2.2 프레스티지,2016,45526,1,2030
4, 올뉴말리부 2.0 터보 LT,2017,121566,1,1380
1, G80 3.3 GDI,2017,76097,1,2399
6, SM5노바 SE,2016,53603,1,1250
3, 소나타(DN8) LPI 스마트,2019,64772,1,1910
3, 그랜저 IG 하이브리드 익스클루시브 스페셜,2017,49024,1,3330
2, 올뉴K7 2.4 GDI 리미티드,2017,48546,1,2270
2, 더뉴K5(2세대) 2.0 LPI,2019,118392,1,1450
1, EQ900 3.8 GDI AWD,2017,69564,1,3990
3, 벨로스터(JS) 1.4 터보 모던,2018,117243,1,969
3, 그랜저HG LPG HG300 MODERN,2016,96453,1,1419
2, 올뉴K3 G1.6 프레스티지,2018,41313,1,1699
1, EQ900 5.0 GDI AWD 리무진,2016,62582,1,4699
2, 올뉴모닝(JA) 디럭스,2017,55831,1,699
2, 더뉴레이 럭셔리,2019,5918,1,1330
3, 3DH G330 프리미엄,2016,119530,1,2090
3, 그랜저 IG 하이브리드 익스클루시브 스페셜,2018,140000,1,2379
1, G70 3.3T 스포츠 AWD,2018,68836,1,3420
3, 아반떼AD 1.6 LPI 스타일,2017,76295,1,869
2, 올뉴K3 G1.6 럭셔리,2018,40063,1,1480
6, SM7노바 2.0 LPe,2017,29927,1,1570
3, 소나타뉴라이즈 2.0 모던,2018,138550,1,1470
2, 더K9 3.3 T-GDI AWD,2018,46461,1,4500
3, 아반떼AD 1.6 GDI 밸류 플러스,2018,71115,1,1280
2, K7 프리미어 3.0 GDI,2020,30769,1,2900
3, 그랜저HG HG240 MODERN,2016,62568,1,1599
3, 소나타(DN8) 2.0 모던,2021,804,1,2390
3, 그랜저IG 2.4 GDI 프리미엄,2017,48000,1,2350
2, 올뉴K7 2.4 GDI 노블레스,2019,53976,1,2399
2, 더뉴레이 밴,2021,3161,1,2250
2, 올뉴K3 G1.6 럭셔리,2018,113154,1,1089
2, 올뉴K7 2.4 GDI 프레스티지,2016,140736,1,1360
3, 아반떼AD 1.6 GDI 스마트,2018,63559,1,1300
2, 더뉴K9 3.3 GDI 이그제큐티브,2016,45610,1,2390
3, 그랜저IG 3.0 LPI 익스클루시브,2017,113611,1,1990
2, 더K9 3.8 GDI AWD,2019,37415,1,4550
1, EQ900 5.0 GDI AWD,2016,197746,1,3089
3, 더 뉴 그랜저 IG 3.3 프리미엄 초이스,2020,68777,1,2980
2, 올뉴K7 3.3 GDI 노블레스,2016,75122,1,1690
3, 그랜저HG HG240 MODERN,2016,97957,1,1399
3, 그랜저IG 2.4 GDI 프리미엄,2018,26218,1,2230
1, G70 2.2D,2018,26109,1,3500
6, SM6 1.5 DCI,2018,52986,1,1450
3, 그랜저IG 2.2 VGT 프리미엄,2018,40062,1,3190
2, 올뉴K3 G1.6 럭셔리,2018,90117,1,939
3, 아반떼AD 1.6 GDI 프리미엄,2017,88210,1,1490
2, K5 SX 2.0 시그니처,2017,108556,1,1720
3, 소나타 하이브리드 (DN8) 프리미엄 패밀리,2020,34530,1,2520
3, 그랜저IG 3.0 GDI 익스클루시브,2018,28341,1,2599
2, 더뉴레이 프레스티지,2021,3712,1,1560
3, 그랜저IG 2.2 VGT 프리미엄,2017,102185,1,1790
1, G80 3.3 GDI,2016,173198,1,2050
1, G80 3.3 GDI AWD,2017,69068,1,2999
3, 그랜저IG 2.4 GDI 모던,2018,108020,1,1760
1, EQ900 3.3 T-GDI AWD,2016,220144,1,2710
1, EQ900 5.0 GDI AWD,2017,59732,1,9999
2, K8 2.5 2WD,2021,3481,1,4290
1, G70 2.0T,2017,27703,1,2799
3, 소나타뉴라이즈 1.7 디젤 스타일,2017,92000,1,1449
2, K5 3세대 2.0 시그니처,2021,11721,1,2890
2, 더K9 3.8 GDI AWD,2020,65297,1,3970
2, 올뉴K7 R 2.2 리미티드,2018,84622,1,2050
2, 올뉴K3 G1.6 럭셔리,2018,70012,1,1370
1, EQ900 3.8 GDI AWD,2016,71619,1,3550
3, 그랜저IG 3.0 LPI 익스클루시브,2019,54846,1,2970
2, 더뉴k3 1.6 GDI 트렌디,2017,45592,1,1320
4, 더 넥스트 스파크 1.0 가솔린 LTZ,2018,41481,1,799
3, 더뉴아반떼AD 1.6,2019,67123,1,1370
2, 더K9 3.8 GDI AWD,2021,2300,1,5930
3, 더뉴아이오닉 Q,2019,49003,1,2370
3, 더뉴아반떼AD 1.6,2018,36463,1,1500
3, i30(PD) 1.4 터보 프리미엄,2016,66820,1,1600
1, G90 3.3 T AWD,2019,97901,1,6640
6, SM3 네오 LE,2018,9161,1,1310
4, 더뉴스파크 프리미어,2020,14956,1,1140
1, EQ900 3.8 GDI AWD,2018,32760,1,4370
3, 소나타뉴라이즈 LPI 프리미엄,2017,168333,1,1250
3, 소나타 하이브리드 (DN8) 프리미엄 패밀리,2020,52710,1,2730
2, 더뉴레이 럭셔리,2018,94999,1,930
2, K8 3.5 2WD,2021,6865,1,4620
3, 아이오닉 N,2018,144977,1,1249
6, SM6 1.5 DCI,2018,129997,1,1250
2, 더뉴레이 밴,2020,25646,1,1100
1, G70 2.0T,2019,20025,1,3159
6, SM6 2.0 LPe,2019,52180,1,1750
1, G80(RG3) 2.5 가솔린 터보 AWD,2021,6195,1,6199
4, 올뉴말리부 1.5 터보 LS,2016,78195,1,1260
2, 올뉴K3 G1.6 럭셔리,2018,96179,1,939
4, 더뉴스파크 LT,2018,15059,1,860
3, LF 소나타 LPI 프리미엄,2016,51523,1,1660
1, G80 3.3 GDI AWD,2017,90000,1,2799
3, 그랜저IG 3.0 LPI 모던 베이직(렌터카),2017,148754,1,1740
3, 그랜저IG 2.4 GDI 프리미엄,2017,69657,1,2450
3, 그랜저 IG 하이브리드 익스클루시브,2018,32519,1,3100
3, 소나타뉴라이즈 LPI 스타일,2017,23547,1,1530
3, i30(PD) 1.4 터보 스타일,2017,111287,1,1420
1, EQ900 3.8 GDI AWD,2017,100246,1,3240
2, 올뉴K7 R 2.2 리미티드,2017,98011,1,1999
2, 올뉴K7 3.0 LPI 프레스티지,2016,85963,1,1890
3, 소나타뉴라이즈 LPI 스타일,2018,46017,1,1550
3, 소나타(DN8) 1.6 터보 프리미엄,2020,19909,1,2420
4, 볼트EV EV 프리미어,2019,56089,1,2610
3, 그랜저IG 2.4 GDI 모던,2017,59801,1,2130
2, 모닝 어반 스탠다드,2020,3305,1,1199
2, K7 프리미어 2.5 GDI,2019,47041,1,2849
4, 더 넥스트 스파크 1.0 가솔린 LT,2017,51080,1,760
4, 올뉴말리부 2.0 터보 LTZ,2018,71694,1,1850
2, 더뉴레이 시그니처,2020,4457,1,1540
3, 그랜저IG 3.0 LPI 익스클루시브(렌터카),2017,112236,1,1790
3, 그랜저HG HG240 MODERN,2016,75352,1,1620
3, 그랜저IG 2.4 GDI 프리미엄,2018,46326,1,2400
4, 더 넥스트 스파크 1.0 가솔린 LT,2017,59751,1,670
6, SM6 2.0 GDe,2018,41729,1,1750
2, 올뉴K7하이브리드 노블레스,2019,37465,1,3090
2, 올뉴K7 3.3 GDI 노블레스,2017,51716,1,1839
6, SM6 2.0 GDe,2019,52023,1,1770
3, 3DH G330 모던,2016,78884,1,2290
3, 더뉴아반떼AD 1.6,2019,43474,1,1570
2, 올뉴K7 3.3 GDI 노블레스,2016,56977,1,1950
6, 클리오 인텐스 파노라믹,2019,85572,1,1199
1, G90 3.8 GDI AWD,2019,161366,1,5599
2, 더 뉴 K5 하이브리드 2세대 노블레스 스페셜,2018,61575,1,2550
3, 아반떼AD 1.6 LPI 스마트,2018,64013,1,1250
2, 올뉴K7 3.0 LPI 럭셔리,2016,160734,1,1320
3, 그랜저HG LPG HG300 익스클루시브,2016,94000,1,1630
3, 그랜저IG 2.4 GDI 모던,2018,69797,1,2200
4, 올뉴크루즈 1.4 터보 LTZ 디럭스,2017,52750,1,1240
2, 올뉴K7 2.4 GDI 프레스티지,2016,65258,1,2150
2, K5 SX 2.0 스타일 에디션,2017,34587,1,1590
6, SM5노바 LPLI LE,2016,43356,1,1220
2, 더뉴레이 시그니처,2021,6316,1,1540
1, G80 3.3 GDI AWD,2017,64480,1,3470
2, 레이 밴,2017,138645,1,640
3, 소나타 하이브리드 (DN8) 프리미엄 밀레니얼,2020,19110,1,3150
3, 그랜저IG 2.4 GDI 모던,2018,109839,1,1760
3, LF 소나타 LPI 프리미엄,2016,23475,1,1560
6, SM6 2.0 LPe,2017,101717,1,1100
1, G80(RG3) 3.5 가솔린 터보 AWD,2021,30350,1,6400
3, 아슬란 G300 익스클루시브,2016,89192,1,1860
2, K5 SX 2.0 프레스티지,2016,51143,1,1550
3, 아반떼AD 1.6 GDI 밸류 플러스,2018,42375,1,1299
3, 더 뉴 그랜저 IG 하이브리드 프리미엄 초이스,2020,46377,1,3690
2, 더뉴레이 밴,2018,40060,1,1020
1, G70 2.0T AWD,2020,21000,1,4390
3, 아슬란 G330 모던,2016,126386,1,1379
3, 더뉴아반떼AD 1.6,2018,79126,1,1449
6, SM6 2.0 GDe,2017,180950,1,950
2, 올뉴K3 G1.6 럭셔리,2018,108559,1,989
2, 쏘울 EV EV,2018,32112,1,1580
1, G80 3.3 GDI,2019,63712,1,3590
2, K5 SX 1.7 디젤 노블레스 스페셜,2016,69882,1,1650
2, 모닝 어반 시그니처,2020,13812,1,1320
2, 올뉴K7 2.4 GDI 리미티드,2017,138602,1,1539
3, 소나타뉴라이즈 2.0 모던,2018,84196,1,1560
3, 벨로스터(JS) 1.4 터보 모던,2018,121789,1,989
3, 아슬란 G300 모던,2017,45242,1,1890
2, 올뉴모닝(JA) 럭셔리,2017,32578,1,825
2, 더뉴레이 스탠다드,2020,4629,1,2699
2, 올뉴모닝(JA) 디럭스,2017,55681,1,690
3, 아반떼AD 1.6 GDI 밸류 플러스,2017,28118,1,1450
2, 올뉴K7 R 2.2 리미티드 에디션,2017,93039,1,2150
3, 아반떼AD 1.6 T-GDI 스포츠,2016,56399,1,1730
1, 더뉴G70 가솔린 2.0T 4WD,2020,5257,1,4450
6, SM6 1.5 DCI,2018,38544,1,1550
3, 3DH G330 프리미엄,2016,92104,1,2199
2, 모닝 어반 시그니처,2021,2538,1,1570
4, 더 넥스트 스파크 1.0 가솔린 LTZ,2017,49483,1,710
2, 더뉴레이 시그니처,2021,11916,1,1550
2, 올뉴K7 2.4 GDI 프레스티지,2018,91310,1,1770
2, 더뉴k3 1.6 GDI 트렌디,2017,49062,1,1200
2, 올뉴K7 R 2.2 리미티드 에디션,2016,91629,1,2190
4, 더 넥스트 스파크 1.0 가솔린 LT,2017,51928,1,760
2, 더K9 3.8 GDI,2018,80580,1,3630
3, 그랜저IG 3.0 LPI 익스클루시브,2018,64503,1,2340
1, G80 3.3 T AWD,2019,21868,1,4970
2, 올뉴쏘울 1.6 럭셔리,2016,85673,0,840
3, 그랜저 IG 하이브리드 익스클루시브,2018,46586,1,3020
2, 올뉴K7 3.0 LPI 프레스티지,2019,128026,1,1680
1, G70 2.0T AWD,2018,49202,1,3550
3, 그랜저IG 2.4 GDI 모던,2018,121141,1,1639
3, 그랜저IG 2.4 GDI 프리미엄,2017,69351,1,1990
3, 그랜저IG 3.0 GDI 익스클루시브,2017,62420,1,2160
6, SM6 2.0 GDe,2018,41980,1,1640
1, G80 3.3 GDI AWD,2017,123183,1,2600
1, G90 3.3 T AWD,2018,86695,1,6450
3, 벨로스터(JS) 1.4 터보 모던 코어,2018,47889,1,1550
3, 소나타(DN8) 2.0 인스퍼레이션,2019,58742,1,2540
4, 올뉴말리부 2.0 터보 LT,2018,90206,1,1499
2, 올뉴K7 2.4 GDI 리미티드,2018,26478,1,2450
2, 더뉴레이 밴,2018,130524,1,639
4, 더 넥스트 스파크 1.0 가솔린 LTZ,2017,102146,1,695
3, 아슬란 G300 모던,2017,37774,1,2230
3, 더 뉴 그랜저 IG 하이브리드 캘리그래피,2020,18852,1,4550
3, 더뉴아반떼AD 1.6,2018,109432,1,1279
2, 더뉴레이 럭셔리,2018,87954,1,1060
3, 아반떼AD 1.6 GDI 모던,2016,138783,1,990
2, 올뉴K3 5도어 GT 플러스,2019,29813,1,2499
2, 더뉴k3 1.6 GDI 트렌디,2016,45640,1,1100
3, 더뉴아반떼AD 1.6,2018,64267,1,1339
1, G80(RG3) 2.5 가솔린 터보 AWD,2021,20,1,5890
3, 벨로스터(JS) 2.0 N,2020,31369,1,3020
2, 더뉴레이 밴,2021,1545,1,1270
6, SM6 2.0 GDe,2019,7506,1,2150
3, 엑센트신형 위트 1.6VGT 모던,2017,78125,1,890
3, 아반떼AD 1.6 GDI 스마트,2016,112369,1,995
2, 더뉴k3 1.6 VGT 트렌디,2017,96994,1,1099
1, G80 3.3 GDI,2017,80776,1,2899
3, 그랜저 IG 하이브리드 익스클루시브,2017,141000,1,1980
4, 임팔라 2.5 LTZ,2016,130898,1,1300
2, K5 3세대 2.0 노블레스,2020,12067,1,2750
3, 아반떼AD 1.6 GDI 스마트 스페셜,2016,57780,1,1250
2, K5 MX 1.7 디젤 프레스티지,2017,94619,1,1300
2, 더뉴레이 LPI 프레스티지,2018,53750,1,1490
2, 더K9 3.8 GDI AWD,2018,139000,1,2989
1, G80 3.8 GDI,2016,60010,1,3350
2, 올뉴K7 3.0 GDI 리미티드,2018,94945,1,2099
3, 아반떼(CN7) 1.6 인스퍼레이션,2020,24475,1,2390
2, 더뉴k3 1.6 GDI 트렌디,2016,54535,1,1200
3, 그랜저IG 3.0 LPI 익스클루시브(렌터카),2017,141250,1,1860
1, G80 3.3 GDI AWD,2019,20877,1,4390
1, 더뉴G70 가솔린 3.3T 4WD,2021,76,1,5350
6, SM6 2.0 LPe,2016,63007,1,1390
6, SM6 2.0 LPe,2019,15165,1,1990
6, SM6 2.0 LPe,2018,26353,1,1820
3, 그랜저IG 3.0 GDI 프리미엄,2019,16509,1,2639
1, EQ900 5.0 GDI AWD 리무진,2016,159743,1,3850
3, 소나타뉴라이즈 2.0 모던,2018,79961,1,1690
2, 올뉴K3 G1.6 럭셔리,2018,114090,1,959
2, 올뉴모닝(JA) LPI 럭셔리,2017,59225,1,949
3, 그랜저HG HG240 MODERN,2016,76456,1,1580
3, 아반떼AD 1.6 GDI 스마트 스페셜,2016,52701,1,1030
2, 쏘울 EV EV,2017,43177,1,1530
6, SM6 1.5 DCI,2017,97496,1,1400
1, G80 3.8 GDI AWD,2016,45674,1,3990
3, 아반떼AD 1.6 GDI 밸류 플러스,2017,30439,1,1470
1, G80 3.3 GDI AWD,2018,60990,1,3099
1, EQ900 3.8 GDI AWD,2016,66403,1,4150
3, 소나타뉴라이즈 LPI 스타일,2017,99165,1,1240
4, 올뉴말리부 1.5 터보 LTZ,2017,55763,1,1320
3, 아반떼(CN7) 1.6 인스퍼레이션,2020,23778,1,2310
1, G70 2.0T,2017,20737,1,3299
1, 더뉴G70 가솔린 2.0T 4WD,2021,752,1,4599
1, G70 2.0T AWD,2019,27412,1,3900
6, 클리오 인텐스 파노라믹,2019,19228,1,1550
3, 벨로스터(JS) 2.0 N,2018,55928,1,2200
3, 아슬란 G330 모던,2016,43506,1,2020
3, 아슬란 G330 모던,2016,159382,1,1450
2, 레이 럭셔리,2017,71800,1,990
4, 더뉴스파크 프리미어,2018,21723,1,1020
3, 더 뉴 그랜저 IG LPI 3.0 익스클루시브,2020,15766,1,3670
2, 더K9 3.8 GDI,2018,57878,1,3740
2, K5 3세대 1.6 터보 시그니처,2020,30017,1,2850
3, 더뉴아이오닉 일렉트릭 Q,2019,53632,1,2799
